,ip,app,device,os,channel,is_attributed,days,hours,minutes,seconds
14695,75895,1,1,47,115,0,9,5,47,13
14696,101919,14,1,25,113,0,8,2,41,35
14697,15572,18,1,19,121,0,8,3,55,50
14698,55059,15,1,19,265,0,8,13,17,25
14699,124409,3,1,13,280,0,9,1,25,48
14700,104856,15,1,19,245,0,8,20,3,18
14701,18049,2,1,19,219,0,7,14,27,23
14702,120973,2,1,13,122,0,9,14,9,24
14703,48030,12,1,13,259,0,6,16,33,25
14704,96827,1,1,15,134,0,7,1,17,16
14705,109283,32,1,19,376,0,9,10,21,50
14706,72936,13,1,13,400,0,7,14,40,26
14707,362878,3,1,10,280,0,9,7,57,43
14708,24311,13,1,19,477,0,7,6,1,4
14709,37703,3,1,13,280,0,8,0,51,11
14710,6517,3,1,44,211,0,8,6,13,40
14711,177070,11,1,18,325,0,7,8,19,27
14712,85065,15,1,23,245,0,7,16,54,9
14713,121277,3,1,19,280,0,8,1,23,59
14714,110314,9,1,19,134,0,6,22,19,8
14715,141540,3,1,18,442,0,8,14,0,54
14716,52151,3,1,31,280,0,9,4,36,31
14717,48836,14,1,19,442,0,9,10,7,15
14718,182693,2,1,27,219,0,7,9,42,15
14719,18787,2,1,13,236,0,8,2,11,41
14720,117006,14,1,17,208,0,7,1,31,9
14721,79857,3,1,17,135,0,6,16,6,3
14722,69469,93,1,13,371,0,8,2,36,37
14723,44744,14,1,19,379,0,7,6,3,14
14724,97300,20,1,13,259,0,6,19,45,44
14725,89861,8,1,13,145,0,7,16,21,41
14726,61949,19,2429,24,213,0,9,8,2,25
14727,45478,3,1,19,115,0,6,16,34,34
14728,39756,2,1,13,205,0,8,7,43,44
14729,5314,22,1,19,116,0,9,9,29,22
14730,17159,2,1,16,477,0,8,11,4,58
14731,1176,1,1,13,125,0,7,0,32,11
14732,68681,9,1,19,258,0,8,2,37,11
14733,84007,12,1,25,140,0,8,4,18,5
14734,207010,17,1,23,280,0,7,15,27,24
14735,24875,12,1,18,265,0,7,0,23,31
14736,29374,11,1,19,319,0,7,15,2,6
14737,67450,12,1,17,245,0,8,23,10,32
14738,36183,2,1,19,205,0,9,4,17,38
14739,42139,12,1,19,178,0,9,14,43,22
14740,47337,9,1,41,244,0,8,11,10,30
14741,6462,3,1,16,442,0,7,10,55,48
14742,79666,15,1,18,245,0,9,4,10,23
14743,119760,9,1,11,127,0,9,15,40,47
14744,44725,7,1,13,101,0,9,10,14,20
14745,54972,2,1,19,237,0,7,5,41,30
14746,44304,2,1,1,122,0,9,6,57,41
14747,15382,9,1,13,466,0,9,8,43,54
14748,53454,2,1,13,435,0,7,19,20,20
14749,103177,12,2,13,178,0,9,9,42,54
14750,222847,3,1,17,480,0,7,21,56,4
14751,81606,18,1,22,107,0,7,1,14,24
14752,269733,14,1,22,118,0,9,14,12,12
14753,52024,12,2,43,265,0,9,13,14,6
14754,155518,12,1,19,178,0,7,3,52,41
14755,97684,15,1,13,138,0,9,11,37,22
14756,3355,12,1,6,277,0,8,0,57,57
14757,163425,2,1,13,435,0,9,6,59,30
14758,32305,3,1,19,466,0,6,16,25,32
14759,105475,15,1,37,386,0,9,10,13,11
14760,87635,21,1,19,128,0,7,0,15,16
14761,119369,3,1,13,280,0,9,15,54,39
14762,29646,12,1,13,328,0,9,11,50,17
14763,35971,18,1,26,121,0,7,10,23,16
14764,102554,9,1,13,258,0,7,14,44,18
14765,97347,12,1,13,245,0,8,9,18,37
14766,66957,3,2,36,280,0,7,2,59,50
14767,100084,12,1,19,265,0,9,1,11,45
14768,53715,29,1,18,343,0,7,4,40,14
14769,72538,18,1,26,121,0,8,7,31,4
14770,228958,21,1,19,128,0,8,14,39,0
14771,146150,12,1,13,245,0,7,7,2,59
14772,6375,12,2,42,326,0,8,11,51,19
14773,162556,3,1,10,379,0,7,0,23,36
14774,26406,18,1,40,107,0,7,0,25,22
14775,213329,15,1,6,245,0,8,5,39,14
14776,11645,9,1,13,215,0,7,3,4,21
14777,72222,3,1,13,205,0,8,5,22,12
14778,41508,13,1,13,469,0,8,17,10,29
14779,42301,15,1,10,245,0,7,16,41,32
14780,55439,21,1,37,128,0,8,2,35,26
14781,27879,2,1,19,452,0,9,7,25,58
14782,109543,15,1,25,379,0,8,0,58,10
14783,53479,15,1,19,245,0,7,3,46,52
14784,190728,9,1,13,489,0,9,12,5,28
14785,59762,12,1,17,259,0,7,4,12,10
14786,89113,23,1,6,153,0,7,11,6,50
14787,263500,14,1,22,480,0,8,7,13,56
14788,166046,21,1,14,128,0,7,1,50,30
14789,69145,9,1,19,334,0,8,23,31,39
14790,106568,18,1,11,121,0,7,16,31,41
14791,143358,9,1,8,258,0,9,13,16,13
14792,117611,20,1,13,259,0,7,1,25,28
14793,60612,3,1,13,19,0,7,7,32,48
14794,100275,12,1,13,497,0,8,1,55,54
14795,76718,12,1,17,340,0,9,12,31,2
14796,55145,23,1,37,153,0,8,4,26,41
14797,43793,6,1,19,459,0,8,5,51,53
14798,69096,15,1,22,245,0,7,10,23,30
14799,1108,13,1,25,400,0,7,8,48,7
14800,122432,18,1,18,107,0,7,7,33,59
14801,488,15,1,12,430,0,8,17,34,48
14802,106360,17,1,17,280,0,7,3,51,27
14803,82816,1,1,30,137,0,9,14,41,25
14804,72214,12,1,13,178,0,8,9,34,16
14805,99872,9,1,10,466,0,9,4,22,58
14806,79300,8,1,13,145,0,9,8,2,52
14807,29377,15,1,19,3,0,8,17,14,17
14808,121384,1,1,6,349,0,7,11,24,9
14809,123871,9,1,19,334,0,9,6,7,46
14810,122679,18,3032,607,107,0,7,14,49,18
14811,114509,15,1,10,480,0,8,0,4,13
14812,41666,6,1,22,459,0,7,14,28,51
14813,255854,12,1,19,245,0,8,10,28,56
14814,60215,2,1,19,205,0,8,14,54,54
14815,68445,12,1,22,140,0,7,3,6,58
14816,36889,8,1,13,140,0,7,10,58,6
14817,86056,11,1,19,122,0,9,3,54,55
14818,55614,9,1,48,466,0,8,10,10,48
14819,191880,23,1,28,153,0,7,23,18,54
14820,33738,27,2,13,153,0,8,12,47,1
14821,4375,2,1,36,377,0,8,8,29,23
14822,42248,23,1,40,153,0,9,7,20,53
14823,211900,15,1,27,412,0,7,13,47,25
14824,100412,3,1,18,280,0,9,1,56,49
14825,80188,9,1,9,234,0,7,4,19,23
14826,75644,9,1,13,244,0,9,13,26,40
14827,293933,24,1,23,105,0,8,16,32,26
14828,123952,14,1,22,134,0,9,11,1,21
14829,1890,12,1,17,265,0,9,13,47,3
14830,72028,18,1,13,107,0,7,14,11,46
14831,64543,15,1,20,412,0,8,5,2,54
14832,34738,23,1,10,153,0,8,13,59,19
14833,106241,32,1,19,376,0,9,7,13,2
14834,146600,3,1,13,280,0,9,4,1,57
14835,19743,2,1,11,212,0,9,9,9,36
14836,103453,7,1,19,101,0,7,7,7,13
14837,159581,64,1,23,459,0,7,6,28,51
14838,38227,15,1,19,140,0,9,15,20,51
14839,166130,3,1,27,280,0,7,2,23,24
14840,269163,14,1,19,134,0,7,22,52,4
14841,44042,12,1,19,328,0,6,19,15,36
14842,221719,12,1,22,219,0,7,18,15,37
14843,80527,15,1,19,140,0,7,2,40,58
14844,231095,9,2,9,215,0,8,3,37,44
14845,177059,5,1,13,377,0,9,1,9,53
14846,73821,14,1,13,439,0,7,5,24,12
14847,100971,9,2,13,215,0,9,11,20,6
14848,80375,14,1,13,442,0,8,1,39,16
14849,39135,21,1,13,128,0,8,2,34,3
14850,18922,3,1,23,280,0,8,7,27,22
14851,91117,12,1,13,328,0,7,2,40,43
14852,6853,2,1,19,477,0,9,9,1,9
14853,3339,12,1,13,178,0,8,0,46,31
14854,96044,12,1,12,242,0,9,4,52,36
14855,5147,11,1,19,469,0,8,7,51,14
14856,118315,2,1,19,469,0,8,23,16,35
14857,38376,14,1,13,134,0,9,7,54,12
14858,22170,18,1,1,107,0,8,1,3,42
14859,2306,3,1,18,280,0,9,11,5,17
14860,88283,21,1,37,232,0,9,10,4,43
14861,72951,3,1,13,280,0,7,13,20,49
14862,105560,15,1,13,245,0,8,8,17,57
14863,85159,3,1,19,489,0,8,9,16,24
14864,1494,15,1,19,130,0,8,21,26,18
14865,82012,6,1,13,125,0,7,18,34,15
14866,2153,21,1,9,232,0,7,13,41,11
14867,95585,17,1,47,280,0,7,16,50,21
14868,64454,3,1,6,371,0,8,0,50,57
14869,7158,9,1,19,258,0,9,0,2,36
14870,20602,20,1,1,478,0,7,13,33,4
14871,116696,18,1,13,121,0,9,6,16,12
14872,42038,1,1,19,150,0,6,19,16,59
14873,156753,13,1,13,477,0,8,2,57,23
14874,59125,2,1,22,477,0,9,0,34,25
14875,28142,12,1,15,245,0,7,3,50,15
14876,173404,23,1,17,153,0,9,9,22,59
14877,24932,3,1,19,115,0,7,7,27,26
14878,34052,3,1,14,421,0,8,2,16,11
14879,106770,3,1,19,480,0,9,8,49,18
14880,275583,21,1,3,128,0,8,9,32,9
14881,18864,18,1,27,107,0,7,4,7,2
14882,58011,3,1,19,211,0,8,6,10,0
14883,153595,2,1,19,469,0,9,8,31,28
14884,33798,3,1,41,442,0,7,8,25,37
14885,69503,3,1,16,489,0,8,9,35,43
14886,101772,8,1,13,145,0,7,0,56,42
14887,59303,2,2,65,205,0,9,11,55,25
14888,146001,3,1,13,115,0,7,16,17,25
14889,78600,12,1,19,340,0,8,10,28,43
14890,37892,15,1,19,265,0,6,18,20,50
14891,111438,8,1,19,140,0,9,12,38,26
14892,61715,15,1,36,315,0,8,14,11,43
14893,122242,18,1,30,134,0,9,15,25,35
14894,112594,14,1,19,123,0,8,3,4,39
14895,142726,21,1,20,128,0,6,21,42,16
14896,96037,9,1,19,215,0,7,7,15,10
14897,173141,21,2,17,128,0,8,1,35,55
14898,108942,18,1,19,107,0,8,12,54,37
14899,137397,2,1,14,364,0,6,23,32,29
14900,23589,3,1,14,280,0,8,9,36,13
14901,100042,12,1,17,178,0,9,12,54,22
14902,191310,14,1,6,463,0,7,5,7,19
14903,100971,11,1,10,481,0,9,5,39,11
14904,133558,2,1,13,477,0,8,6,46,20
14905,112442,2,1,13,477,0,7,6,19,19
14906,107100,15,1,13,265,0,9,11,46,24
14907,186951,9,1,8,334,0,8,8,37,34
14908,105560,11,1,30,219,0,8,11,36,0
14909,100971,2,1,12,477,0,8,6,36,3
14910,181849,13,1,19,477,0,8,18,49,8
14911,3288,18,1,8,107,0,8,13,49,51
14912,113907,12,1,19,205,0,9,3,32,57
14913,39639,3,1,19,137,0,6,17,57,26
14914,200360,21,1,37,128,0,8,3,50,44
14915,92712,13,1,19,477,0,9,2,29,19
14916,121472,151,0,38,347,0,8,13,11,4
14917,41200,23,1,13,153,0,9,14,27,3
14918,46669,9,1,13,234,0,8,21,28,32
14919,198489,9,1,17,466,0,8,12,1,20
14920,3875,12,1,25,265,0,7,2,23,3
14921,20242,3,1,9,489,0,7,16,8,27
14922,121277,2,1,19,237,0,8,7,17,12
14923,115458,64,1,27,459,0,8,19,21,35
14924,73487,3,1,19,115,0,6,22,54,34
14925,18473,12,1,13,242,0,8,14,55,56
14926,21362,13,1,8,477,0,7,8,43,17
14927,46323,18,1,13,379,0,9,15,15,34
14928,60258,23,1,13,153,0,9,10,38,36
14929,17263,3,1,18,442,0,7,1,58,44
14930,32976,3,1,19,489,0,9,14,38,16
14931,100840,18,1,748,107,0,8,8,56,56
14932,24008,15,1,13,379,0,8,9,53,12
14933,59659,15,1,35,245,0,8,16,5,50
14934,73516,12,1,16,340,0,8,7,9,29
14935,12313,20,2,15,259,0,9,15,7,4
14936,47382,9,1,19,244,0,7,8,4,34
14937,188972,3,1,13,280,0,8,0,8,18
14938,124635,10,1,13,317,0,8,23,29,52
14939,360298,15,1,20,140,0,9,7,1,57
14940,12529,12,1,23,178,0,7,12,49,13
14941,109680,15,1,16,245,0,7,16,52,39
14942,59952,15,1,41,111,0,8,11,52,8
14943,3239,26,1,25,477,0,8,17,32,53
14944,123739,14,1,16,134,0,7,13,49,31
14945,111008,3,1,17,205,0,7,17,35,2
14946,160155,29,1,19,101,1,7,7,30,54
14947,191275,3,1,25,452,0,7,2,12,12
14948,30677,9,1,17,258,0,7,6,25,38
14949,29804,9,1,10,134,0,9,13,15,50
14950,135740,3,1,13,115,0,7,6,4,20
14951,88914,3,1,18,480,0,7,9,39,11
14952,144132,18,1,15,107,0,7,2,53,22
14953,114759,15,1,2,315,0,9,8,39,44
14954,18851,15,1,22,130,0,7,22,1,12
14955,68453,3,1,19,480,0,8,13,38,36
14956,125100,13,1,20,477,0,9,1,40,4
14957,47664,15,1,19,153,0,8,9,2,39
14958,49602,12,2,65,265,0,9,6,51,19
14959,25679,2,1,13,205,0,8,1,3,12
14960,24008,12,1,18,259,0,9,5,55,43
14961,81895,8,1,13,145,0,9,9,49,8
14962,124842,3,1,17,280,0,8,13,55,59
14963,28091,9,1,6,134,0,8,3,21,40
14964,31356,13,1,13,469,0,9,1,40,15
14965,124032,3,1,8,280,0,8,8,11,26
14966,80428,20,1,27,259,0,7,2,34,42
14967,109062,3,1,13,280,0,9,7,3,13
14968,176723,3,1,35,19,0,8,8,54,51
14969,87795,9,1,19,127,0,8,23,38,33
14970,253528,19,50,0,213,0,8,11,15,5
14971,76697,15,1,18,379,0,9,9,39,46
14972,89084,15,1,19,130,0,9,14,41,52
14973,90469,9,1,13,127,0,9,15,12,4
14974,30173,3,1,13,480,0,6,23,44,12
14975,333418,2,1,25,477,0,9,14,37,17
14976,26888,15,1,19,153,0,7,2,35,11
14977,156728,26,1,13,121,0,7,22,34,43
14978,5348,11,1,13,481,0,8,15,55,26
14979,114655,27,1,10,122,0,9,13,45,36
14980,124384,9,1,19,466,0,7,11,53,12
14981,3994,15,1,58,140,0,6,19,3,42
14982,8499,18,1,13,107,0,8,23,7,58
14983,66596,25,1,13,259,0,8,18,21,23
14984,76056,3,1,6,379,0,7,15,13,2
14985,287997,19,0,0,347,0,9,2,28,17
14986,103175,14,1,3,401,0,6,22,24,55
14987,148540,2,1,19,377,0,7,11,56,27
14988,161641,15,1,22,265,0,8,2,33,1
14989,18039,14,1,20,489,0,7,4,20,5
14990,81571,9,1,17,107,0,9,1,55,2
14991,125844,24,1,19,105,0,7,10,0,41
14992,92575,14,1,27,463,0,7,13,24,54
14993,22006,3,1,13,130,0,7,15,26,38
14994,118252,26,1,19,121,0,9,10,30,8
14995,19454,3,2,13,280,0,8,6,27,48
14996,92183,14,1,19,489,0,8,12,27,47
14997,52798,9,1,13,107,0,9,15,30,55
14998,973,12,1,19,178,0,8,13,39,17
14999,203231,2,1,6,477,0,7,16,0,54
15000,192885,2,1,13,364,0,7,14,56,9
15001,208778,3,1,13,280,0,9,4,11,13
15002,39889,2,1,13,477,0,8,16,21,9
15003,27838,15,1,47,130,0,8,13,31,27
15004,50218,6,1,17,459,0,9,10,0,43
15005,5262,15,1,19,245,0,9,5,15,33
15006,25614,2,2,13,205,0,7,21,41,35
15007,52981,3,1,13,211,0,8,16,8,19
15008,45265,2,2,17,205,0,8,17,16,5
15009,76743,2,1,22,435,0,8,19,56,18
15010,350988,15,1,37,130,0,9,0,54,39
15011,58476,3,1,8,280,0,8,6,6,57
15012,109735,13,1,2,400,0,8,12,20,35
15013,113563,3,1,13,173,0,9,15,22,50
15014,201800,14,1,19,401,0,7,6,39,18
15015,212757,17,1,32,280,0,7,4,26,14
15016,136100,18,1,13,134,0,9,11,16,40
15017,5564,12,1,22,140,0,8,16,33,11
15018,106887,21,1,19,232,0,7,10,18,13
15019,296359,11,1,19,122,0,9,2,37,13
15020,72304,36,1,8,373,0,8,6,35,55
15021,16481,3,1,19,280,0,8,4,2,35
15022,114499,12,1,6,245,0,8,11,33,37
15023,91376,15,1,16,3,0,7,4,33,52
15024,35840,15,1,13,265,0,8,23,30,55
15025,120215,18,1,13,439,0,9,6,18,17
15026,121362,9,1,17,127,0,9,15,37,16
15027,116041,21,1,27,128,0,8,5,4,53
15028,78472,15,1,19,265,0,7,22,2,42
15029,111708,2,1,22,205,0,6,18,52,18
15030,82869,9,1,19,215,0,9,13,5,10
15031,250508,15,2,30,245,0,8,14,55,20
15032,67868,3,1,15,409,0,7,5,1,21
15033,18204,107,1,19,171,1,8,2,4,55
15034,34057,8,1,17,145,0,7,4,31,15
15035,29961,3,1,19,280,0,8,11,2,25
15036,93845,12,1,6,328,0,7,16,32,23
15037,162367,15,1,17,315,0,7,9,53,56
15038,42311,3,1,13,135,0,7,23,59,53
15039,68891,12,1,1,105,0,9,10,4,27
15040,113700,18,1,17,107,0,8,13,42,3
15041,207241,3,1,37,424,0,9,4,57,26
15042,157677,64,1,20,459,0,8,1,30,3
15043,641,26,1,43,121,0,9,7,26,59
15044,22189,2,1,13,364,0,8,16,28,25
15045,190596,12,1,19,205,0,7,1,32,53
15046,110142,3,1,19,280,0,8,16,32,32
15047,100698,1,1,3,134,0,6,23,58,52
15048,111159,3,1,9,280,0,8,9,58,58
15049,50371,3,1,8,280,0,8,2,19,34
15050,83280,25,1,17,259,0,7,16,15,3
15051,174665,20,1,10,259,0,7,16,4,46
15052,48451,9,1,30,145,0,9,11,24,29
15053,28082,13,1,18,477,0,7,15,22,22
15054,79941,12,1,10,259,0,7,10,24,5
15055,103183,13,1,9,400,0,8,11,59,34
15056,60215,2,1,41,205,0,7,5,0,52
15057,203341,3,1,8,115,0,7,14,4,1
15058,116557,12,1,8,259,0,6,22,20,2
15059,27259,12,1,3,328,0,7,5,47,56
15060,99912,47,1,19,484,0,9,12,17,0
15061,144046,3,1,16,280,0,7,8,1,8
15062,38577,18,1,18,376,0,7,4,46,56
15063,105549,11,1,1,137,0,9,4,0,23
15064,112291,19,0,0,213,0,9,9,0,15
15065,73234,2,1,12,212,0,8,4,56,23
15066,62617,3,1,22,211,0,9,1,27,28
15067,103147,15,1,19,140,0,7,7,26,39
15068,22880,3,1,13,173,0,8,0,27,34
15069,124307,28,1,22,135,0,6,22,4,44
15070,32098,18,1,19,121,0,7,15,8,17
15071,51992,1,1,15,377,0,8,8,51,34
15072,300004,17,1,22,280,0,8,16,23,59
15073,26930,11,1,19,487,0,8,10,37,7
15074,137052,3,1,37,417,0,7,6,20,38
15075,80808,3,1,13,280,0,8,1,39,46
15076,79827,9,1,47,127,0,9,9,12,48
15077,160385,3,1,13,205,0,9,15,20,14
15078,8858,12,1,9,178,0,8,11,57,58
15079,117021,18,1,47,107,0,7,7,37,54
15080,25028,2,1,17,469,0,8,2,46,33
15081,69577,18,1,17,439,0,9,0,57,18
15082,212192,2,1,6,469,0,7,2,46,26
15083,212485,28,1,19,135,0,7,4,34,3
15084,5147,18,1,16,107,0,8,13,0,50
15085,14782,2,1,19,205,0,8,12,44,50
15086,72459,15,1,20,245,0,8,10,46,10
15087,15027,18,1,19,107,0,9,11,3,35
15088,55039,15,1,18,140,0,7,14,54,56
15089,116210,3,1,13,280,0,7,8,55,37
15090,310334,9,1,13,466,0,9,13,3,41
15091,222080,15,1,19,315,0,8,10,52,35
15092,78990,1,1,20,153,0,7,15,55,52
15093,160385,9,1,17,215,0,9,9,14,55
15094,40552,18,1,8,107,0,7,4,1,59
15095,171351,12,1,37,205,0,9,8,53,43
15096,6043,12,1,15,259,0,9,10,41,13
15097,74515,21,1,35,128,0,8,11,58,15
15098,80987,2,1,19,477,0,8,8,10,3
15099,30564,12,2,37,259,0,8,14,42,11
15100,50299,9,1,22,258,0,9,11,4,32
15101,99773,15,1,19,130,0,8,5,38,6
15102,48495,18,1,15,107,0,9,13,8,18
15103,23322,9,1,19,466,0,9,5,16,46
15104,26503,15,1,13,315,0,7,14,55,21
15105,258563,1,1,18,134,0,8,4,13,15
15106,5853,18,1,16,439,0,8,11,6,16
15107,2844,18,1,10,107,0,8,2,31,1
15108,175833,9,1,19,334,0,8,6,59,20
15109,5314,12,1,13,205,0,9,13,41,7
15110,144706,12,1,22,178,0,8,4,46,44
15111,38300,14,1,19,463,0,7,10,1,20
15112,98529,3,1,13,442,0,8,6,0,46
15113,81896,18,1,13,379,0,9,9,3,18
15114,98928,15,1,22,245,0,7,9,20,19
15115,225683,2,1,19,469,0,8,13,47,34
15116,93523,7,1,13,101,0,9,7,52,29
15117,264609,15,1,13,386,0,9,13,1,4
15118,71295,3,1,17,173,0,7,11,17,37
15119,186145,18,1,37,121,0,8,5,33,41
15120,103176,3,1,19,205,0,8,10,35,9
15121,67400,9,2,17,258,0,7,9,50,7
15122,76900,14,1,10,439,0,7,4,27,13
15123,25237,3,1,13,480,0,7,11,16,52
15124,122036,23,1,19,153,0,9,12,57,38
15125,60725,1,1,13,124,0,6,20,10,53
15126,106135,15,1,49,245,0,8,6,57,4
15127,59176,2,1,19,477,0,9,7,4,48
15128,98435,12,1,20,259,0,9,1,19,36
15129,100275,9,1,15,244,0,7,14,7,13
15130,63062,3,1,53,424,0,7,23,53,50
15131,50374,21,1,19,128,0,7,10,56,41
15132,93477,12,1,22,409,0,9,15,12,11
15133,111739,13,1,13,400,0,9,13,8,39
15134,109361,26,1,10,121,0,9,10,37,8
15135,70690,13,1,19,477,0,9,6,57,10
15136,2589,21,1,19,232,0,9,12,17,17
15137,135827,1,1,15,134,0,9,13,31,14
15138,49442,15,1,19,111,0,7,8,35,33
15139,14050,64,1,14,459,0,8,4,42,52
15140,102025,2,2,37,237,0,9,9,9,39
15141,105388,15,1,36,386,0,8,14,20,12
15142,38219,14,1,31,442,0,8,23,40,51
15143,20592,28,1,13,135,0,7,6,2,38
15144,48004,9,1,4,258,0,7,7,42,31
15145,66258,7,2,43,101,0,9,13,41,49
15146,193574,14,1,13,442,0,9,1,33,2
15147,95870,14,1,13,463,0,7,12,52,17
15148,8215,13,1,64,477,0,8,10,3,4
15149,42270,13,1,18,477,0,7,15,20,0
15150,76056,2,2,16,477,0,9,13,42,55
15151,44772,15,1,53,245,0,8,1,7,16
15152,79877,15,1,17,245,0,8,14,20,37
15153,204759,3,1,41,280,0,7,1,33,57
15154,86865,18,1,18,379,0,9,13,31,38
15155,128633,6,1,15,125,0,9,2,17,58
15156,68381,23,1,19,153,0,9,14,23,9
15157,169155,1,1,28,178,0,7,2,21,40
15158,44328,1,1,19,349,0,9,13,50,17
15159,70338,14,1,3,489,0,9,13,58,29
15160,52043,12,2,30,259,0,7,7,12,26
15161,203850,12,1,19,178,0,9,0,2,47
15162,122283,12,1,19,259,0,9,2,59,34
15163,93587,14,1,13,489,0,9,13,57,18
15164,75644,28,1,34,135,0,7,11,18,4
15165,14888,2,1,19,236,0,8,8,10,6
15166,55722,2,1,20,364,0,7,19,44,15
15167,7920,13,1,22,469,0,7,4,31,24
15168,81935,9,1,3,234,0,8,10,45,45
15169,25373,9,2,20,334,0,8,14,46,11
15170,40289,2,1,14,122,0,8,4,38,2
15171,97646,2,1,22,237,0,8,13,53,58
15172,44165,9,1,19,215,0,7,0,26,33
15173,165546,9,1,19,466,0,8,10,20,0
15174,77065,2,1,20,122,0,8,13,32,32
15175,200961,3,1,14,205,0,7,12,1,27
15176,97773,15,1,13,3,0,8,13,47,35
15177,116925,26,1,28,266,0,6,22,46,34
15178,333255,12,1,13,265,0,9,7,6,11
15179,48170,2,1,22,237,0,7,11,57,46
15180,115014,3,1,25,205,0,7,11,27,0
15181,28237,3,1,3,280,0,9,6,48,23
15182,26037,3,1,19,280,0,9,6,49,45
15183,159367,15,1,39,245,0,7,6,2,31
15184,45416,2,1,20,205,0,7,16,15,34
15185,114276,14,1,8,442,0,9,6,11,22
15186,68928,3,1,32,280,0,9,7,0,24
15187,210218,3,1,27,130,0,9,12,49,1
15188,77275,9,1,15,466,0,8,15,10,22
15189,25515,27,1,22,153,0,8,11,46,46
15190,44328,18,1,26,107,0,7,12,32,3
15191,10257,3,1,20,402,0,9,13,39,24
15192,73487,26,1,19,121,0,9,14,6,17
15193,75353,14,1,19,349,0,9,2,54,59
15194,116609,3,1,20,205,0,6,18,48,43
15195,13684,12,1,20,328,0,9,14,41,56
15196,3218,2,1,19,237,0,8,16,12,21
15197,110211,9,1,13,232,0,8,2,8,26
15198,18703,3,1,19,280,0,8,14,38,3
15199,102106,17,1,13,280,0,8,10,49,48
15200,6878,15,1,17,430,0,7,8,41,49
15201,72714,12,1,41,145,0,7,23,38,52
15202,114761,3,1,20,280,0,8,14,56,14
15203,106750,3,1,19,130,0,8,10,28,25
15204,93976,2,1,13,236,0,8,9,36,47
15205,133397,23,1,32,153,0,8,9,14,4
15206,20922,64,1,8,459,0,8,13,6,27
15207,28253,3,1,19,280,0,8,2,6,21
15208,17208,18,1,8,107,0,7,2,32,14
15209,24943,3,1,6,489,0,9,5,25,25
15210,40849,15,1,12,245,0,8,16,54,38
15211,281434,9,1,13,134,0,9,13,16,16
15212,78422,3,1,17,205,0,8,12,15,13
15213,363876,11,1,22,487,0,9,11,38,53
15214,92863,9,1,17,215,0,9,8,18,48
15215,20530,9,1,13,134,0,7,23,45,56
15216,106241,3,1,19,280,0,8,1,6,23
15217,49767,12,1,11,212,0,8,4,30,33
15218,182610,21,1,13,128,0,7,4,5,13
15219,30395,26,1,13,121,0,9,7,19,39
15220,125954,2,1,19,435,0,7,7,35,59
15221,108956,11,1,41,487,0,9,15,17,51
15222,67006,10,1,13,377,0,8,8,57,56
15223,161685,64,1,13,459,0,7,3,10,54
15224,100502,12,1,27,265,0,8,12,40,24
15225,129083,3,1,10,280,0,7,1,35,37
15226,18648,3,1,13,173,0,6,23,41,57
15227,74924,26,1,13,266,0,7,2,48,9
15228,53331,9,1,18,215,0,6,23,32,13
15229,20184,3,1,19,480,0,9,14,0,49
15230,107091,9,2,13,134,0,7,1,4,19
15231,69605,3,1,18,489,0,7,16,25,28
15232,364084,20,2,22,259,0,9,7,54,49
15233,289691,12,1,13,178,0,9,4,8,13
15234,50659,15,1,22,430,0,8,11,56,5
15235,117989,18,1,15,121,0,6,16,21,21
15236,112775,9,1,20,127,0,9,15,2,26
15237,30395,12,1,36,140,0,7,13,40,55
15238,43957,23,1,26,153,0,7,12,49,32
15239,67756,9,1,19,442,0,7,14,31,13
15240,220315,12,1,14,105,0,8,16,42,18
15241,27627,3,1,13,205,0,7,22,24,26
15242,5462,12,1,23,259,0,8,23,49,14
15243,114950,22,1,9,116,0,8,22,57,11
15244,22385,32,1,13,376,0,7,2,50,10
15245,10813,3,1,27,371,0,8,2,35,42
15246,48179,18,1,15,376,0,8,9,9,28
15247,46581,2,1,13,477,0,7,4,18,40
15248,108913,3,1,13,173,0,9,11,17,57
15249,34457,3,1,22,280,0,7,9,55,13
15250,153965,9,1,25,334,0,8,23,43,39
15251,71569,9,1,13,134,0,7,2,44,32
15252,39189,14,1,19,439,0,9,11,28,13
15253,152145,3,1,5,442,0,9,15,41,1
15254,90731,64,1,13,459,0,7,0,50,1
15255,227055,64,1,19,459,0,8,4,35,35
15256,81737,18,1,28,121,0,9,1,1,13
15257,79851,18,1,19,107,0,8,1,39,18
15258,204583,12,1,22,265,0,8,12,48,12
15259,14063,12,1,2,265,0,9,0,43,20
15260,34253,3,1,13,280,0,9,1,18,39
15261,103358,23,1,37,153,0,9,0,20,3
15262,25480,3,1,25,130,0,8,4,23,58
15263,5417,2,1,19,452,0,7,8,13,10
15264,108341,2,1,6,236,0,9,8,29,41
15265,30529,15,1,28,245,0,8,0,9,36
15266,166845,12,1,19,19,0,7,6,9,13
15267,100494,24,2,37,178,0,7,11,11,29
15268,106761,14,1,16,439,0,7,7,40,12
15269,47357,3,1,30,137,0,7,8,55,4
15270,201785,12,1,19,178,0,7,4,47,17
15271,59005,15,1,18,315,0,8,4,26,45
15272,8599,3,1,53,379,0,7,22,33,12
15273,44160,1,1,13,135,0,6,23,24,33
15274,203612,64,1,19,459,0,7,3,42,21
15275,110077,12,1,25,328,0,9,13,26,12
15276,58014,18,1,16,121,0,7,14,38,59
